id,geographic area name,"9th to 12th grade, no diploma",high school graduate (includes equivalency),"some college, no degree",associate's degree,bachelor's degree,graduate or professional degree,year
0500000US20131,"Nemaha County, Kansas",309,2860,1379,465,1105,365,2016
0500000US20133,"Neosho County, Kansas",617,3389,3365,1077,1174,865,2016
0500000US20135,"Ness County, Kansas",134,756,621,195,358,86,2016
0500000US20137,"Norton County, Kansas",340,1330,1166,447,466,92,2016
0500000US20139,"Osage County, Kansas",652,4340,2652,839,1486,711,2016
0500000US20141,"Osborne County, Kansas",161,952,720,225,396,170,2016
0500000US20143,"Ottawa County, Kansas",171,1466,1129,405,672,215,2016
0500000US20145,"Pawnee County, Kansas",430,1382,1335,663,677,453,2016
0500000US20147,"Phillips County, Kansas",161,1357,941,411,596,253,2016
0500000US20149,"Pottawatomie County, Kansas",534,4328,3490,1305,2993,1614,2016
0500000US20151,"Pratt County, Kansas",366,1710,1704,708,1153,458,2016
0500000US20153,"Rawlins County, Kansas",57,587,506,236,340,114,2016
0500000US20155,"Reno County, Kansas",3639,12954,12167,4524,5567,2757,2016
0500000US20157,"Republic County, Kansas",160,1175,1025,395,457,287,2016
0500000US20159,"Rice County, Kansas",458,1859,1804,569,962,466,2016
0500000US20161,"Riley County, Kansas",1178,6380,9282,2799,9155,7983,2016
0500000US20163,"Rooks County, Kansas",248,1206,906,319,563,317,2016
0500000US20165,"Rush County, Kansas",130,691,667,204,317,231,2016
0500000US20167,"Russell County, Kansas",292,1561,1388,351,618,593,2016
0500000US20169,"Saline County, Kansas",2499,12256,9208,2784,5864,2852,2016
0500000US20171,"Scott County, Kansas",335,1072,749,172,685,190,2016
0500000US20173,"Sedgwick County, Kansas",23319,86581,81514,23769,64944,32845,2016
0500000US20175,"Seward County, Kansas",1911,3337,2663,1093,1134,393,2016
0500000US20177,"Shawnee County, Kansas",6984,36987,29159,7978,22302,12749,2016
0500000US20179,"Sheridan County, Kansas",65,589,471,214,326,99,2016
0500000US20181,"Sherman County, Kansas",205,1262,1215,515,573,213,2016
0500000US20183,"Smith County, Kansas",142,949,729,243,445,161,2016
0500000US20185,"Stafford County, Kansas",229,860,798,313,490,156,2016
0500000US20187,"Stanton County, Kansas",127,368,313,115,267,84,2016
0500000US20189,"Stevens County, Kansas",218,1158,977,238,468,117,2016
0500000US20191,"Sumner County, Kansas",1017,5486,4380,1454,2233,829,2016
0500000US20193,"Thomas County, Kansas",174,1484,1201,691,953,479,2016
0500000US20195,"Trego County, Kansas",100,701,610,168,415,144,2016
0500000US20197,"Wabaunsee County, Kansas",170,1732,1220,414,769,362,2016
0500000US20199,"Wallace County, Kansas",36,335,242,112,205,59,2016
0500000US20201,"Washington County, Kansas",196,1424,929,523,560,168,2016
0500000US20203,"Wichita County, Kansas",132,389,365,137,191,69,2016
0500000US20205,"Wilson County, Kansas",595,2258,1619,583,632,318,2016
0500000US20207,"Woodson County, Kansas",206,893,643,237,240,80,2016
0500000US20209,"Wyandotte County, Kansas",12202,33319,22154,7294,11126,5395,2016
0500000US21001,"Adair County, Kentucky",1537,4639,1986,961,1118,985,2016
0500000US21003,"Allen County, Kentucky",1731,4950,2630,1100,1122,763,2016
0500000US21005,"Anderson County, Kentucky",1088,5930,3260,1245,1879,956,2016
0500000US21007,"Ballard County, Kentucky",574,2120,1430,540,524,356,2016
0500000US21009,"Barren County, Kentucky",2887,11918,5556,2002,2725,1843,2016
0500000US21011,"Bath County, Kentucky",1063,3250,1242,667,689,293,2016
0500000US21013,"Bell County, Kentucky",3209,7098,2914,1369,929,926,2016
0500000US21015,"Boone County, Kentucky",4115,22004,20506,7490,16373,8952,2016
0500000US21017,"Bourbon County, Kentucky",1287,5194,2986,1015,1588,880,2016
0500000US21019,"Boyd County, Kentucky",2501,12224,8734,3371,3985,2663,2016
0500000US21021,"Boyle County, Kentucky",1719,7031,3913,1596,2346,2222,2016
0500000US21023,"Bracken County, Kentucky",528,2494,846,565,534,300,2016
0500000US21025,"Breathitt County, Kentucky",1506,3235,1625,709,565,582,2016
0500000US29151,"Osage County, Missouri",488,4165,1528,902,1281,485,2016
0500000US29153,"Ozark County, Missouri",767,3288,1375,450,479,332,2016
0500000US29155,"Pemiscot County, Missouri",1554,4330,2227,633,869,459,2016
0500000US29157,"Perry County, Missouri",976,5976,2556,717,1383,704,2016
0500000US29159,"Pettis County, Missouri",2699,9036,6488,2837,3165,1638,2016
0500000US29161,"Phelps County, Missouri",2135,9210,5268,1940,4210,3527,2016
0500000US29163,"Pike County, Missouri",1673,5720,2292,541,1220,478,2016
0500000US29165,"Platte County, Missouri",2054,14234,15720,5080,16503,9643,2016
0500000US29167,"Polk County, Missouri",2004,7358,4488,1365,2317,1554,2016
0500000US29169,"Pulaski County, Missouri",2019,8884,7050,2971,4528,2313,2016
0500000US29171,"Putnam County, Missouri",274,1378,703,322,424,209,2016
0500000US29173,"Ralls County, Missouri",652,3590,1327,548,616,307,2016
0500000US29175,"Randolph County, Missouri",1556,6361,4121,1887,1599,872,2016
0500000US29177,"Ray County, Missouri",1404,7269,3426,962,1511,669,2016
0500000US29179,"Reynolds County, Missouri",803,1999,913,263,305,128,2016
0500000US29181,"Ripley County, Missouri",1262,3868,2058,532,672,419,2016
0500000US29183,"St. Charles County, Missouri",10345,64905,59160,23636,60331,31480,2016
0500000US29185,"St. Clair County, Missouri",774,3061,1354,473,455,348,2016
0500000US29186,"Ste. Genevieve County, Missouri",1027,5326,2714,1091,1143,589,2016
0500000US29187,"St. Francois County, Missouri",6078,16605,11165,3733,3947,2391,2016
0500000US29189,"St. Louis County, Missouri",33803,148088,148401,51152,169996,121369,2016
0500000US29195,"Saline County, Missouri",1383,5903,3247,795,1761,1090,2016
0500000US29197,"Schuyler County, Missouri",177,1210,738,202,206,158,2016
0500000US29199,"Scotland County, Missouri",206,1312,601,234,294,143,2016
0500000US29201,"Scott County, Missouri",2933,11146,5724,1399,2255,1417,2016
0500000US29203,"Shannon County, Missouri",739,2382,1114,348,585,282,2016
0500000US29205,"Shelby County, Missouri",203,1995,1045,211,402,191,2016
0500000US29207,"Stoddard County, Missouri",2630,8218,4288,1423,1833,994,2016
0500000US29209,"Stone County, Missouri",2380,9250,6000,1378,2757,1256,2016
0500000US29211,"Sullivan County, Missouri",385,2154,745,311,321,194,2016
0500000US29213,"Taney County, Missouri",3390,12814,10558,2478,4644,2188,2016
0500000US29215,"Texas County, Missouri",2286,7708,3576,900,1642,754,2016
0500000US29217,"Vernon County, Missouri",1140,5713,3030,1161,1387,873,2016
0500000US29219,"Warren County, Missouri",2202,8188,5246,1975,2800,1354,2016
0500000US29221,"Washington County, Missouri",2471,7108,3478,1319,886,486,2016
0500000US29223,"Wayne County, Missouri",1534,3564,2097,444,843,298,2016
0500000US29225,"Webster County, Missouri",2011,9264,5735,1802,2421,1475,2016
0500000US29227,"Worth County, Missouri",98,661,320,96,161,99,2016
0500000US29229,"Wright County, Missouri",1538,5346,2428,687,811,579,2016
0500000US29510,"St. Louis city, Missouri",23521,49989,48342,14288,40651,31492,2016
0500000US30001,"Beaverhead County, Montana",335,2016,1535,392,1299,639,2016
0500000US30003,"Big Horn County, Montana",749,2560,1829,929,763,423,2016
0500000US30005,"Blaine County, Montana",295,1172,1171,463,598,189,2016
0500000US30007,"Broadwater County, Montana",190,1566,962,231,801,335,2016
0500000US30009,"Carbon County, Montana",319,2329,2141,617,1539,754,2016
0500000US30011,"Carter County, Montana",55,342,269,101,138,25,2016
0500000US30013,"Cascade County, Montana",3361,17381,13823,5202,9752,4619,2016
0500000US30015,"Chouteau County, Montana",218,1278,1024,355,733,230,2016
0500000US30017,"Custer County, Montana",466,2536,2308,1107,1254,397,2016
0500000US30019,"Daniels County, Montana",41,435,348,152,245,67,2016
0500000US30021,"Dawson County, Montana",382,2335,1528,934,935,297,2016
0500000US30023,"Deer Lodge County, Montana",486,2622,1703,709,717,371,2016
0500000US30025,"Fallon County, Montana",41,788,506,316,203,89,2016
0500000US30027,"Fergus County, Montana",410,2782,1926,710,1890,512,2016
0500000US30029,"Flathead County, Montana",2925,19418,17556,6548,13146,6044,2016
0500000US30031,"Gallatin County, Montana",1355,12073,14182,3937,19538,10192,2016
0500000US30033,"Garfield County, Montana",23,342,193,64,80,31,2016
0500000US30035,"Glacier County, Montana",621,3103,1768,847,1056,403,2016
0500000US30037,"Golden Valley County, Montana",32,254,111,35,105,30,2016
0500000US30039,"Granite County, Montana",172,876,513,186,369,242,2016
0500000US30041,"Hill County, Montana",595,2949,2699,1256,1773,647,2016
0500000US30043,"Jefferson County, Montana",268,2331,2169,719,1944,846,2016
0500000US22035,"East Carroll Parish, Louisiana",1007,1681,878,161,403,115,2016
0500000US22037,"East Feliciana Parish, Louisiana",1820,6293,2825,765,1347,495,2016
0500000US22039,"Evangeline Parish, Louisiana",3247,7911,3755,1173,1837,742,2016
0500000US22041,"Franklin Parish, Louisiana",2449,5444,2432,532,1084,523,2016
0500000US22043,"Grant Parish, Louisiana",1984,6745,3153,1362,1028,439,2016
0500000US22045,"Iberia Parish, Louisiana",6101,19586,8641,2164,4590,1932,2016
0500000US22047,"Iberville Parish, Louisiana",3551,9076,4377,1175,2101,956,2016
0500000US22049,"Jackson Parish, Louisiana",1497,4852,2002,589,988,542,2016
0500000US22051,"Jefferson Parish, Louisiana",27108,94309,69325,17739,50473,24706,2016
0500000US22053,"Jefferson Davis Parish, Louisiana",2722,8527,3898,895,1922,1083,2016
0500000US22055,"Lafayette Parish, Louisiana",14134,43485,33297,8648,33204,14358,2016
0500000US22057,"Lafourche Parish, Louisiana",9090,25548,10160,2767,7288,3222,2016
0500000US22059,"LaSalle Parish, Louisiana",1615,4341,1543,680,801,319,2016
0500000US22061,"Lincoln Parish, Louisiana",2260,7025,4834,1431,5191,3827,2016
0500000US22063,"Livingston Parish, Louisiana",9282,35560,18198,5047,11335,4049,2016
0500000US22065,"Madison Parish, Louisiana",1307,3131,1405,306,576,356,2016
0500000US22067,"Morehouse Parish, Louisiana",2157,7929,3003,1005,1840,607,2016
0500000US22069,"Natchitoches Parish, Louisiana",2580,7672,4872,2535,2588,1779,2016
0500000US22071,"Orleans Parish, Louisiana",26548,60826,58322,12084,54907,41023,2016
0500000US22073,"Ouachita Parish, Louisiana",11136,33397,22986,4350,15723,8413,2016
0500000US22075,"Plaquemines Parish, Louisiana",1656,5794,3257,795,1694,714,2016
0500000US22077,"Pointe Coupee Parish, Louisiana",2096,6348,2974,852,1484,663,2016
0500000US22079,"Rapides Parish, Louisiana",8924,32590,19650,4086,11037,6194,2016
0500000US22081,"Red River Parish, Louisiana",910,2593,1016,263,504,277,2016
0500000US22083,"Richland Parish, Louisiana",1880,5636,2933,423,1220,661,2016
0500000US22085,"Sabine Parish, Louisiana",2096,7048,3191,1008,1464,807,2016
0500000US22087,"St. Bernard Parish, Louisiana",3418,11117,6640,1542,2884,837,2016
0500000US22089,"St. Charles Parish, Louisiana",3060,12390,7888,2806,5320,1849,2016
0500000US22091,"St. Helena Parish, Louisiana",1107,3289,1188,435,370,391,2016
0500000US22093,"St. James Parish, Louisiana",1463,6459,2714,1145,1544,551,2016
0500000US22095,"St. John the Baptist Parish, Louisiana",3263,10460,6778,1720,3488,1354,2016
0500000US22097,"St. Landry Parish, Louisiana",7466,23396,7842,2625,4811,2269,2016
0500000US22099,"St. Martin Parish, Louisiana",3988,14508,6746,1809,3617,1253,2016
0500000US22101,"St. Mary Parish, Louisiana",4592,16649,5688,1344,2680,1184,2016
0500000US22103,"St. Tammany Parish, Louisiana",12824,44389,40870,10569,34080,18084,2016
0500000US22105,"Tangipahoa Parish, Louisiana",11417,29069,16854,4175,11043,5062,2016
0500000US22107,"Tensas Parish, Louisiana",594,1504,598,101,218,78,2016
0500000US22109,"Terrebonne Parish, Louisiana",9052,29275,13717,3694,7831,2689,2016
0500000US22111,"Union Parish, Louisiana",1632,7165,3252,933,1326,556,2016
0500000US22113,"Vermilion Parish, Louisiana",5483,16028,6414,2279,3561,1221,2016
0500000US22115,"Vernon Parish, Louisiana",2489,11574,8007,2144,3973,1561,2016
0500000US22117,"Washington Parish, Louisiana",4697,13092,5542,1577,2548,1185,2016
0500000US22119,"Webster Parish, Louisiana",3927,11320,5504,1685,2889,951,2016
0500000US22121,"West Baton Rouge Parish, Louisiana",1956,6369,3275,1044,2238,1040,2016
0500000US22123,"West Carroll Parish, Louisiana",1335,3304,1356,237,602,358,2016
0500000US22125,"West Feliciana Parish, Louisiana",1448,3360,2217,441,1497,885,2016
0500000US22127,"Winn Parish, Louisiana",1429,4234,1901,691,785,503,2016
0500000US23001,"Androscoggin County, Maine",4724,27808,15339,7851,10309,5052,2016
0500000US23003,"Aroostook County, Maine",3641,19414,10780,5068,6495,2707,2016
0500000US23005,"Cumberland County, Maine",7437,48641,36318,18783,57284,33302,2016
0500000US23007,"Franklin County, Maine",1076,7948,4341,2059,3671,1871,2016
0500000US23009,"Hancock County, Maine",1639,13551,8101,3380,8103,5169,2016
0500000US23011,"Kennebec County, Maine",4538,30300,17825,8970,13097,8721,2016
0500000US23013,"Knox County, Maine",1536,10406,5830,2491,5860,3146,2016
0500000US23015,"Lincoln County, Maine",1287,8573,5324,1897,4903,3531,2016
0500000US23017,"Oxford County, Maine",2481,18845,7855,3982,4971,2620,2016
0500000US23019,"Penobscot County, Maine",6221,37781,21678,11371,17025,9320,2016
0500000US23021,"Piscataquis County, Maine",882,5311,2846,1385,1466,657,2016
0500000US23023,"Sagadahoc County, Maine",968,7972,5484,2319,5637,3026,2016
0500000US23025,"Somerset County, Maine",3189,15689,7193,4196,4106,1836,2016
0500000US23027,"Waldo County, Maine",1606,9703,5624,2552,5238,3077,2016
0500000US23029,"Washington County, Maine",1724,9028,4774,2122,3089,1625,2016
0500000US23031,"York County, Maine",6819,46403,29383,14697,29182,14474,2016
0500000US24001,"Allegany County, Maryland",4089,21302,9999,4825,4733,4391,2016
0500000US24003,"Anne Arundel County, Maryland",22100,93862,78474,28736,88157,62476,2016
0500000US24005,"Baltimore County, Maryland",33161,154724,111102,40101,121891,89801,2016
0500000US24009,"Calvert County, Maryland",3001,18704,15532,4570,10038,7717,2016
0500000US24011,"Caroline County, Maryland",2389,9207,4171,1608,2112,1259,2016
0500000US24013,"Carroll County, Maryland",6631,35112,23194,8690,24569,14098,2016
0500000US24015,"Cecil County, Maryland",6050,26015,14423,5070,9415,6176,2016
0500000US24017,"Charles County, Maryland",4984,32896,25597,8080,16756,11074,2016
0500000US24019,"Dorchester County, Maryland",2465,8907,4576,1372,2928,1872,2016
0500000US24021,"Frederick County, Maryland",7670,41251,32627,12514,38413,26581,2016
0500000US24023,"Garrett County, Maryland",1632,9007,3971,1745,2205,1884,2016
0500000US24025,"Harford County, Maryland",8377,47611,38363,13782,35441,23541,2016
0500000US24027,"Howard County, Maryland",5419,29129,30387,11572,62207,64359,2016
0500000US24029,"Kent County, Maryland",1099,4582,2511,810,2299,1955,2016
0500000US24031,"Montgomery County, Maryland",26792,98816,97786,36121,186973,222076,2016
0500000US24033,"Prince George's County, Maryland",40181,154686,135389,34936,107860,80200,2016
0500000US24035,"Queen Anne's County, Maryland",2132,10168,6222,2895,7229,4690,2016
0500000US24037,"St. Mary's County, Maryland",5145,21929,15739,5821,12584,9097,2016
0500000US24039,"Somerset County, Maryland",2591,7075,3233,746,1356,1014,2016
0500000US24041,"Talbot County, Maryland",1992,7378,5786,1842,5392,4691,2016
0500000US24043,"Washington County, Maryland",10383,39363,22152,7741,12720,8126,2016
0500000US24045,"Wicomico County, Maryland",4817,21263,13381,4181,9966,7406,2016
0500000US24047,"Worcester County, Maryland",2881,12471,8085,2497,7325,4235,2016
0500000US24510,"Baltimore city, Maryland",48234,124847,82268,19644,66163,59260,2016
0500000US25001,"Barnstable County, Massachusetts",5282,41442,32862,15180,39130,28600,2016
0500000US25003,"Berkshire County, Massachusetts",5809,28559,16858,8477,17122,13200,2016
0500000US25005,"Bristol County, Massachusetts",30003,115218,69541,34930,64704,37109,2016
0500000US25007,"Dukes County, Massachusetts",736,3129,2744,877,3058,2005,2016
0500000US25009,"Essex County, Massachusetts",27147,135763,90428,44138,119624,81041,2016
0500000US25011,"Franklin County, Massachusetts",2773,14440,9712,5652,9749,9064,2016
0500000US25013,"Hampden County, Massachusetts",26738,94721,59396,30295,48953,32854,2016
0500000US25015,"Hampshire County, Massachusetts",3784,23919,15571,9258,21496,22515,2016
0500000US25017,"Middlesex County, Massachusetts",41294,224463,142325,66057,290215,288632,2016
0500000US25019,"Nantucket County, Massachusetts",344,1948,1606,545,1843,1428,2016
0500000US25021,"Norfolk County, Massachusetts",16629,100791,68196,36523,135256,111470,2016
0500000US25023,"Plymouth County, Massachusetts",16087,101107,65794,33510,78494,43663,2016
0500000US25025,"Suffolk County, Massachusetts",34682,121770,72718,25160,124874,98148,2016
0500000US25027,"Worcester County, Massachusetts",34290,159828,96183,49172,117602,74957,2016
0500000US26001,"Alcona County, Michigan",723,3439,2167,734,789,447,2016
0500000US26003,"Alger County, Michigan",539,3207,1387,571,925,386,2016
0500000US26005,"Allegan County, Michigan",5018,28954,16798,6762,11004,5366,2016
0500000US26007,"Alpena County, Michigan",1388,7096,5782,2692,2157,1391,2016
0500000US26009,"Antrim County, Michigan",1150,5731,3869,1466,2859,1755,2016
0500000US26011,"Arenac County, Michigan",1105,4911,2524,1130,789,512,2016
0500000US26013,"Baraga County, Michigan",804,2717,1221,405,638,367,2016
0500000US26015,"Barry County, Michigan",2485,15380,10141,4421,5060,2723,2016
0500000US26017,"Bay County, Michigan",5723,26835,18210,8373,9256,4312,2016
0500000US26019,"Benzie County, Michigan",809,4355,2891,1317,1926,1408,2016
0500000US26021,"Berrien County, Michigan",8009,31590,24279,10717,16937,11663,2016
0500000US26023,"Branch County, Michigan",2209,12111,7424,2724,2769,1306,2016
0500000US26025,"Calhoun County, Michigan",5938,32529,22640,8364,12668,6214,2016
0500000US26027,"Cass County, Michigan",3376,12681,9510,3546,4232,2117,2016
0500000US26029,"Charlevoix County, Michigan",1131,6066,4309,1843,3196,2228,2016
0500000US26031,"Cheboygan County, Michigan",1690,7364,4637,1566,2229,1281,2016
0500000US26033,"Chippewa County, Michigan",1981,9980,6401,2055,3383,1822,2016
0500000US26035,"Clare County, Michigan",2354,8718,5680,1762,1644,883,2016
0500000US26037,"Clinton County, Michigan",2461,14559,12703,5522,10330,5658,2016
0500000US26039,"Crawford County, Michigan",963,3704,2604,1054,1120,602,2016
0500000US26041,"Delta County, Michigan",1334,8956,6772,3344,3824,1626,2016
0500000US26043,"Dickinson County, Michigan",981,7340,4098,1767,3058,1343,2016
0500000US26045,"Eaton County, Michigan",3492,22066,21106,8196,12563,6385,2016
0500000US26047,"Emmet County, Michigan",1149,6127,5803,2557,4889,2910,2016
0500000US26049,"Genesee County, Michigan",21974,90029,75069,29129,34598,20829,2016
0500000US26051,"Gladwin County, Michigan",1873,7602,4166,1667,1485,1023,2016
0500000US26053,"Gogebic County, Michigan",683,4627,3089,1233,1395,693,2016
0500000US26055,"Grand Traverse County, Michigan",2585,16946,16672,7017,12375,8123,2016
0500000US26057,"Gratiot County, Michigan",1912,11675,7282,2325,2488,1540,2016
0500000US26059,"Hillsdale County, Michigan",2820,12134,7282,2560,3321,1885,2016
0500000US26061,"Houghton County, Michigan",1193,7375,4042,1667,4016,2619,2016
0500000US26063,"Huron County, Michigan",1710,10156,5000,2192,2377,1131,2016
0500000US26065,"Ingham County, Michigan",8716,36778,40644,15504,34987,29206,2016
0500000US26067,"Ionia County, Michigan",3307,16901,11029,3970,4854,1897,2016
0500000US26069,"Iosco County, Michigan",1796,7725,4723,1624,1946,1225,2016
0500000US26071,"Iron County, Michigan",580,3982,1797,776,1116,501,2016
0500000US26073,"Isabella County, Michigan",2286,11681,8864,3139,6022,4525,2016
0500000US26075,"Jackson County, Michigan",8621,36794,28341,10620,15493,7049,2016
0500000US26077,"Kalamazoo County, Michigan",7432,36744,39869,15478,34182,23625,2016
0500000US26079,"Kalkaska County, Michigan",1309,4978,2968,1079,1049,634,2016
0500000US26081,"Kent County, Michigan",25406,102000,89942,36408,90518,47007,2016
0500000US26083,"Keweenaw County, Michigan",63,587,377,225,247,178,2016
0500000US26085,"Lake County, Michigan",1140,3720,2000,666,507,284,2016
0500000US26087,"Lapeer County, Michigan",4189,22661,15751,6128,6874,4055,2016
0500000US26089,"Leelanau County, Michigan",591,3697,3566,1667,3901,2939,2016
0500000US26091,"Lenawee County, Michigan",4334,24933,16924,5820,8828,4634,2016
0500000US26093,"Livingston County, Michigan",4917,32962,32739,12486,28598,14906,2016
0500000US26095,"Luce County, Michigan",394,2167,1175,342,482,198,2016
0500000US26097,"Mackinac County, Michigan",691,2964,2210,701,995,609,2016
0500000US26099,"Macomb County, Michigan",42182,182012,145705,63124,92908,49379,2016
0500000US26101,"Manistee County, Michigan",1329,6693,4222,1853,2229,1382,2016
0500000US26103,"Marquette County, Michigan",1624,14171,10588,4016,8958,4455,2016
0500000US26105,"Mason County, Michigan",1189,7011,5272,2278,2731,1541,2016
0500000US26107,"Mecosta County, Michigan",2027,9312,6128,2595,3459,2157,2016
0500000US26109,"Menominee County, Michigan",1058,7470,3841,1791,1988,757,2016
0500000US26111,"Midland County, Michigan",2438,17024,12255,5905,11270,7634,2016
0500000US26113,"Missaukee County, Michigan",974,4318,2369,1048,937,459,2016
0500000US26115,"Monroe County, Michigan",7422,37442,25601,11215,13266,6222,2016
0500000US26117,"Montcalm County, Michigan",3811,16803,11269,4397,3786,1652,2016
0500000US26119,"Montmorency County, Michigan",665,3138,1806,656,556,320,2016
0500000US26121,"Muskegon County, Michigan",9308,40317,29669,12551,14389,6508,2016
0500000US26123,"Newaygo County, Michigan",3242,13453,7463,2713,3215,1526,2016
0500000US26125,"Oakland County, Michigan",37959,167959,182857,66118,221412,166109,2016
0500000US26127,"Oceana County, Michigan",1648,6346,4218,1660,1971,1067,2016
0500000US26129,"Ogemaw County, Michigan",1794,6191,3960,1401,1160,619,2016
0500000US26131,"Ontonagon County, Michigan",297,2100,1148,508,604,273,2016
0500000US26133,"Osceola County, Michigan",1342,7178,3401,1321,1353,732,2016
0500000US26135,"Oscoda County, Michigan",693,2430,1700,409,453,184,2016
0500000US26137,"Otsego County, Michigan",1106,6384,4119,1549,2230,1244,2016
0500000US26139,"Ottawa County, Michigan",8622,49512,37034,15514,36141,17488,2016
0500000US26141,"Presque Isle County, Michigan",802,4074,2333,833,1059,620,2016
0500000US26143,"Roscommon County, Michigan",1711,7551,4875,1627,1592,1040,2016
0500000US26145,"Saginaw County, Michigan",10847,44812,32132,12401,17972,9363,2016
0500000US26147,"St. Clair County, Michigan",8824,39035,29184,12109,12656,6990,2016
0500000US26149,"St. Joseph County, Michigan",3417,15828,9619,3284,3849,2380,2016
0500000US26151,"Sanilac County, Michigan",2570,12663,6514,2719,2380,1459,2016
0500000US26153,"Schoolcraft County, Michigan",407,2797,1238,453,673,288,2016
0500000US26155,"Shiawassee County, Michigan",3109,17420,13173,5407,4950,2542,2016
0500000US26157,"Tuscola County, Michigan",2889,16110,8990,3616,3464,1816,2016
0500000US26159,"Van Buren County, Michigan",4232,17024,12154,4496,6726,3622,2016
0500000US26161,"Washtenaw County, Michigan",8022,34455,41592,15782,55999,61945,2016
0500000US26163,"Wayne County, Michigan",120422,352734,287155,93599,157925,103060,2016
0500000US26165,"Wexford County, Michigan",1941,8661,5464,2170,2537,1248,2016
0500000US27001,"Aitkin County, Minnesota",807,4752,3063,1364,1373,576,2016
0500000US27003,"Anoka County, Minnesota",10173,64635,55937,29459,46259,18641,2016
0500000US27005,"Becker County, Minnesota",1117,7482,5431,2774,3778,1640,2016
0500000US27007,"Beltrami County, Minnesota",2068,7504,6505,3465,4834,2549,2016
0500000US27009,"Benton County, Minnesota",1356,8566,6524,3502,4242,1652,2016
0500000US27011,"Big Stone County, Minnesota",239,1583,744,381,460,155,2016
0500000US27013,"Blue Earth County, Minnesota",1579,10803,8466,4466,8065,3949,2016
0500000US27015,"Brown County, Minnesota",851,6566,3779,1856,2665,964,2016
0500000US27017,"Carlton County, Minnesota",1005,9068,5966,2786,4034,1390,2016
0500000US27019,"Carver County, Minnesota",1447,12789,11518,6727,20403,8353,2016
0500000US27021,"Cass County, Minnesota",1332,7069,5280,2236,3025,1294,2016
0500000US27023,"Chippewa County, Minnesota",328,3049,2026,1139,1043,349,2016
0500000US27025,"Chisago County, Minnesota",1783,12643,9504,4471,5677,2499,2016
0500000US27027,"Clay County, Minnesota",1240,9791,7980,4938,8901,3307,2016
0500000US27029,"Clearwater County, Minnesota",514,2271,1346,677,640,235,2016
0500000US27031,"Cook County, Minnesota",137,995,873,426,1001,619,2016
0500000US27033,"Cottonwood County, Minnesota",446,2749,2039,761,1189,391,2016
0500000US27035,"Crow Wing County, Minnesota",2175,13599,11457,5905,7091,3718,2016
0500000US27037,"Dakota County, Minnesota",9127,57857,59108,31534,77821,34309,2016
0500000US27039,"Dodge County, Minnesota",526,4517,2999,1773,2418,726,2016
0500000US27041,"Douglas County, Minnesota",877,7828,5894,4595,4839,1738,2016
0500000US27043,"Faribault County, Minnesota",572,4112,2132,1191,1292,429,2016
0500000US27045,"Fillmore County, Minnesota",655,4944,3530,1676,2093,849,2016
0500000US27047,"Freeborn County, Minnesota",1438,7899,5239,2653,2636,1029,2016
0500000US27049,"Goodhue County, Minnesota",1438,10758,7714,3906,5556,2350,2016
0500000US27051,"Grant County, Minnesota",223,1424,985,702,639,193,2016
0500000US27053,"Hennepin County, Minnesota",31923,145576,159795,70914,254187,141528,2016
0500000US27055,"Houston County, Minnesota",569,4533,3037,1945,2177,845,2016
0500000US27057,"Hubbard County, Minnesota",868,4779,3432,1759,2551,1248,2016
0500000US27059,"Isanti County, Minnesota",1746,9608,6630,2955,3267,1354,2016
0500000US27061,"Itasca County, Minnesota",1629,10071,9151,3872,4900,2335,2016
0500000US27063,"Jackson County, Minnesota",358,2362,1846,870,1134,378,2016
0500000US27065,"Kanabec County, Minnesota",1018,4584,2728,1104,937,611,2016
0500000US27067,"Kandiyohi County, Minnesota",1868,7576,7197,4014,4293,2144,2016
0500000US27069,"Kittson County, Minnesota",149,1147,821,287,497,158,2016
0500000US27071,"Koochiching County, Minnesota",522,3529,2418,966,1204,546,2016
0500000US27073,"Lac qui Parle County, Minnesota",171,1968,1169,640,697,232,2016
0500000US27075,"Lake County, Minnesota",295,2725,1871,947,1394,822,2016
0500000US27077,"Lake of the Woods County, Minnesota",178,1222,685,209,408,86,2016
0500000US27079,"Le Sueur County, Minnesota",1220,6788,4079,2229,2871,1161,2016
0500000US27081,"Lincoln County, Minnesota",202,1669,838,493,627,151,2016
0500000US27083,"Lyon County, Minnesota",596,5503,3367,1923,3197,1207,2016
0500000US27085,"McLeod County, Minnesota",1251,9020,5484,3721,3082,1194,2016
0500000US27087,"Mahnomen County, Minnesota",293,1209,867,427,314,110,2016
0500000US27089,"Marshall County, Minnesota",388,2403,1350,773,1022,289,2016
0500000US27091,"Martin County, Minnesota",909,5557,2978,1735,2055,593,2016
0500000US27093,"Meeker County, Minnesota",797,5883,3535,2118,2156,828,2016
0500000US27095,"Mille Lacs County, Minnesota",1292,6718,4573,1874,1889,880,2016
0500000US27097,"Morrison County, Minnesota",1441,8594,5120,2888,2580,1083,2016
0500000US27099,"Mower County, Minnesota",1886,8288,5959,3290,3597,1643,2016
0500000US27101,"Murray County, Minnesota",288,2290,1436,685,751,337,2016
0500000US27103,"Nicollet County, Minnesota",738,5818,4580,2780,4749,2186,2016
0500000US27105,"Nobles County, Minnesota",1181,4642,2908,1353,1327,559,2016
0500000US27107,"Norman County, Minnesota",254,1904,953,613,606,123,2016
